id,author,cleaned_text
id18094,MWS,gave pretty nearly account former pursuits given fellow professor
id00620,HPL,thus left ponder human creature within great fortress utter solitude mind began cease vain protest impending doom become almost reconciled fate many ancestors met
id27408,MWS,music went ideas semed quit mortal dwelling house shook pinions began flight sailing placid current thought filling creation new glory rousing sublime imagery else slept voiceless
id02872,MWS,waited leters feverish impatience delayed miserable overcome thousand fears arived saw superscription elizabeth father hardly dared read ascertain fate
id13378,EAP,madness hypocrisy doubt
id06108,HPL,even acute moment chief horror something apart immediate weakness defences
id27149,HPL,trade falin mils losin business even new ones best menfolks kilt privaterin war lost elizy brig ranger snow em gilman venters
id22652,MWS,one fine february day sun reasumed genial power walked forest family
id21224,EAP,ingenuity diddler ingenious
id14826,HPL,reef swimin harbour manuxet
id14600,MWS,time lord raymond returned grece
id13204,MWS,bread water tame blood solitary confinement inspire gentle thoughts
id27106,EAP,mons distance earth round numbers miles
id24102,MWS,carried pistols dagger constantly ever watch prevent artifice means gained greater degree tranquillity
id21512,EAP,accident loss insurance serious loss hair whole singed fire predisposed serious impresions finally made mind take wife
id24294,EAP,crossed direct line vision affected forms upon passing side images impresed idea shrieks groans dismal expresions terror horror wo
id17416,EAP,entirely secluded fact inaccessible except series acidents entrance ravine means impossible indeed first adventurer first sole adventurer ever penetrated receses
id13943,EAP,ceasing departed abruptly entered
id04656,HPL,one led way clad ghoulishly humped black coat striped trousers mans felt hat perched shapeless thing answered head
id08804,EAP,could understand say could understood notion primum mobile ever obtruded could understood manner might made objects humanity either temporal eternal
id01626,HPL,event circumstances tremendous existence subterranean space mad theories terrible confirmation
id22132,MWS,gentle words agatha animated smiles charming arabian
id24059,MWS,alas life obstinate clings closest hated
id10319,EAP,voice however still puzzled little even apparent mystery speedily cleared
id04715,HPL,gilmans dreams consisted largely plunges limitless abyses inexplicably coloured twilight bafflingly disordered sound abyses whose material gravitational properties whose relation entity could even begin explain
id07576,MWS,struck improvement apeared health adrian
id20788,MWS,better sir said
id27005,MWS,another woman confirmed account fishermen brought body house cold
id02682,EAP,could find room doubt evidence senses seldom caled subject wonder extent human credulity smile vivid force imagination hereditarily possessed
id16180,MWS,appearance different ever seen flight somewhat surprised
id01549,MWS,thy creature even mild docile natural lord king thou wilt also perform thy part thou owest
id26168,HPL,insane yarn heard aged drunkard promise pleasant dreams felt must keep image wild watery eyes far possible imagination
id22584,EAP,divesting clothes reason cannot die born threw headlong current sole witness fate solitary crow seduced eating brandy saturated corn stagered away felows
id16703,EAP,wave hand deliverers hurried tumultuously away
id05379,EAP,seen
id17025,EAP,midst continuous braying donkey arose
id07009,HPL,none exotic technique see sidney sime none trans saturnian landscapes lunar fungi clark ashton smith uses freeze blood
id20058,HPL,arthur munroe dead
id20975,MWS,doubt tranquillity family circle windsor would recover degree composure end happiness
id15401,HPL,great old ones castro continued composed altogether flesh blood
id18143,EAP,thus fathomed satisfaction intentions jehovah intentions built innumerable systems mind
id22919,MWS,man could crush butterfly wheel better effect man better cover speedy retreat powerful adversary
id19258,EAP,fact write upon theme necessary hanged
id02011,MWS,still apparent union permitted much woman could end present remedy encreasing negligence protector seized paroxysm insanity trampled ceremony order duty gave license
id19374,HPL,old woman began turn toward fled precipitately bridge shelter towns labyrinthine waterfront aleys
id23978,MWS,roks cawed loudly tres mixed hoarse cries heard lively strain music
id05170,HPL,took queer old brick well cellar one sort told
id10724,MWS,sympathy may ever find
id26472,EAP,steped misery alas real shall pardoned seeking relief however slight temporary weakness rambling details
id08056,MWS,suppose astonishment exhibited countenance mr kirwin hastened say imediately upon taken ill papers person brought examined might discover trace could send relations account misfortune illness
id23159,HPL,knew deper vices boks longed know first hand
id15592,MWS,soon morning dawned crept kennel might view adjacent cottage discover could remain habitation found
id08709,EAP,said fourth
id04043,MWS,elinor die frenzy miserable despair cannot die near
id13462,HPL,spoken advance quest felt uncles going would understand assist vitally necessary public explanations
id01478,MWS,talk subjects unconnected emotions evidently ocupied divined others thought voices spoke indifferent maters eyes mute language told thousand things tongue could utered
id06151,HPL,sorry dislike see german suffer good man die
id00128,HPL,smell awful like araound wizard whateleys ol haouse
id16309,MWS,adrian instruct cold truths history philosophy
id01437,EAP,relieves us doubt upon question whether old lady could first destroyed daughter afterward comited suicide
id17059,HPL,certain rainy afternoon illusion semed phenomenally strong addition fancied glimpsed kind thin yellowish shimmering exhalation rising nitrous pattern toward yawning fireplace spoke uncle matter
id13843,MWS,let go cried monster ugly wretch wish eat tear pieces
id12362,MWS,open air alone found relief among natures beauteous works god reasumed attribute benevolence could trust built mountains planted forests poured rivers would erect another state lost humanity might awaken afections happiness faith
id18568,HPL,acordingly kept north along main martin turning inland crossing federal stret safely north gren entering decayed patrician neighbourhod northern broad washington lafayete adams strets
